,title,direction,leverage,open_date,entry_price,pnl,closed,closed_date,fill_price,pnl_percent,close_date,symbol,trade_type,num_contracts,contract_multiplier,quantity
113,BTCUSDT Perpetual,Isolated,Long 10.00x,2023-11-22 18:09:32,37477.8,-195.1,65 Contracts,"11/23/2023, 05:22:33",37215.0,-8.01%,2023-11-23 05:22:33,BTCUSDT,open_long,65,0.01,0.65
114,BTCUSDT Perpetual,Isolated,Long 10.00x,2023-11-22 18:09:30,37469.0,-270.77,93 Contracts,"11/23/2023, 05:22:33",37215.1,-7.78%,2023-11-23 05:22:33,BTCUSDT,open_long,93,0.01,0.93
115,BTCUSDT Perpetual,Isolated,Long 10.00x,2023-11-22 18:09:29,37452.1,-407.7,150 Contracts,"11/23/2023, 05:22:33",37217.6,-7.26%,2023-11-23 05:22:33,BTCUSDT,open_long,150,0.01,1.5
116,BTCUSDT Perpetual,Isolated,Long 10.00x,2023-11-22 18:08:59,37450.0,-390.51,153 Contracts,"11/23/2023, 05:22:33",37220.8,-6.82%,2023-11-23 05:22:33,BTCUSDT,open_long,153,0.01,1.53
117,BNBUSDT Perpetual,Isolated,Long 10.00x,2023-11-21 09:52:09,269.9,-175.54,"3,173 Contracts","11/21/2023, 10:01:36",264.7,-20.50%,2023-11-21 10:01:36,BNBUSDT,open_long,3173,0.01,31.73
118,BNBUSDT Perpetual,Isolated,Long 10.00x,2023-11-21 09:52:06,268.9,-357.29,"7,865 Contracts","11/21/2023, 10:01:36",264.7,-16.89%,2023-11-21 10:01:36,BNBUSDT,open_long,7865,0.01,78.65
119,BNBUSDT Perpetual,Isolated,Long 10.00x,2023-11-21 09:51:47,267.9,-386.77,"11,256 Contracts","11/21/2023, 10:01:36",264.7,-12.83%,2023-11-21 10:01:36,BNBUSDT,open_long,11256,0.01,112.56
120,BNBUSDT Perpetual,Isolated,Long 10.00x,2023-11-21 09:51:46,266.3,-271.5,"15,558 Contracts","11/21/2023, 10:01:36",264.8,-6.56%,2023-11-21 10:01:36,BNBUSDT,open_long,15558,0.01,155.58
121,BNBUSDT Perpetual,Isolated,Long 10.00x,2023-11-21 09:51:17,268.9,-32.32,"2,240 Contracts","11/21/2023, 09:51:35",267.8,-5.37%,2023-11-21 09:51:35,BNBUSDT,open_long,2240,0.01,22.400000000000002
122,BNBUSDT Perpetual,Isolated,Long 10.00x,2023-11-21 09:51:15,268.1,-16.07,"2,991 Contracts","11/21/2023, 09:51:35",267.9,-2.01%,2023-11-21 09:51:35,BNBUSDT,open_long,2991,0.01,29.91
123,BNBUSDT Perpetual,Isolated,Long 10.00x,2023-11-21 09:51:13,267.3,25.81,"5,444 Contracts","11/21/2023, 09:51:35",268.0,+1.77%,2023-11-21 09:51:35,BNBUSDT,open_long,5444,0.01,54.44
124,BTCUSDT Perpetual,Isolated,Long 10.00x,2023-11-20 04:47:45,37334.1,-83.35,37 Contracts,"11/20/2023, 05:47:05",37146.0,-6.04%,2023-11-20 05:47:05,BTCUSDT,open_long,37,0.01,0.37
125,BTCUSDT Perpetual,Isolated,Long 10.00x,2023-11-20 04:47:38,37344.1,-30.59,13 Contracts,"11/20/2023, 05:47:05",37146.1,-6.30%,2023-11-20 05:47:05,BTCUSDT,open_long,13,0.01,0.13
126,BTCUSDT Perpetual,Isolated,Long 10.00x,2023-11-20 04:45:55,37314.6,-82.3,40 Contracts,"11/20/2023, 05:47:05",37146.1,-5.52%,2023-11-20 05:47:05,BTCUSDT,open_long,40,0.01,0.4
127,BTCUSDT Perpetual,Isolated,Long 10.00x,2023-11-20 04:45:08,37306.1,-120.22,61 Contracts,"11/20/2023, 05:47:05",37146.2,-5.29%,2023-11-20 05:47:05,BTCUSDT,open_long,61,0.01,0.61
128,BTCUSDT Perpetual,Isolated,Long 10.00x,2023-11-20 04:45:06,37291.0,-222.66,123 Contracts,"11/20/2023, 05:47:05",37147.2,-4.86%,2023-11-20 05:47:05,BTCUSDT,open_long,123,0.01,1.23
129,BTCUSDT Perpetual,Isolated,Long 10.00x,2023-11-20 04:45:05,37278.9,-214.99,129 Contracts,"11/20/2023, 05:47:05",37149.4,-4.48%,2023-11-20 05:47:05,BTCUSDT,open_long,129,0.01,1.29
