file_symbol,Start,End,Period,Start Value,Min Value,Max Value,End Value,Total Return [%],Benchmark Return [%],Total Time Exposure [%],Max Gross Exposure [%],Max Drawdown [%],Max Drawdown Duration,Total Orders,Total Fees Paid,Total Trades,Win Rate [%],Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Profit Factor,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Sortino Ratio,symbol
Dry-Peg-Jack-orders_BTCUSDT,2023-12-04 00:00:00+00:00,2024-02-18 00:00:00+00:00,76 days 09:45:00,4196.8255,3569.3807000000033,4526.680500000002,3832.184499999993,-8.688495626039417,28.758449693721055,3.858214042263122,934.4178366465223,21.14794273640471,75 days 10:30:00,38,0.0,19,47.368421052631575,0.7825723877013852,-4.405850014903519,0.36002000937886997,-3.016334490526973,0 days 05:53:20,1 days 02:07:30,0.5013667796647283,-19.191631578947153,-1.3749764309295092,-1.6724303858455027,0.8866051166251906,-2.002541630705301,BTCUSDT
Dry-Peg-Jack-orders_ETHUSDT,2023-11-21 00:00:00+00:00,2024-02-17 00:00:00+00:00,89 days 19:15:00,3545.683000000001,3083.1039999999994,4120.292999999991,3782.9859999999953,6.69273028637908,38.37942242903836,3.503073889339984,966.3472437111991,25.17270009681335,74 days 21:00:00,172,0.0,86,68.6046511627907,0.6815991698011312,-3.4123421681015045,0.367166776872966,-2.5336313270691697,0 days 01:33:33.559322033,0 days 20:41:40,1.1662966649932405,2.759337209302263,0.8074631727906161,1.2244336716745117,1.0760622117809124,1.1443096552553638,ETHUSDT
Crypto-to-the-moon-orders_BTCUSDT,2023-11-20 00:00:00+00:00,2024-01-27 00:00:00+00:00,69 days 18:15:00,31154.443300000003,29176.777300000045,101087.56230000003,100506.9503000001,222.60871854513317,12.34325513983421,23.786770195609975,856.7923392248645,10.418627957079712,11 days 18:45:00,168,0.0,84,40.476190476190474,12.089565952365819,-0.9555651556921921,6.168059501178272,-0.3977305442123958,2 days 11:16:19.411764705,0 days 22:36:00,9.383827510524274,825.625083333333,7.861462045579188,5144.646682391117,1.3252323615895267,13.48662870035988,BTCUSDT
Crypto-to-the-moon-orders_ETHUSDT,2024-02-12 00:00:00+00:00,2024-02-20 23:45:00+00:00,9 days 04:00:00,29701.9744,29701.9744,45833.619400000054,41241.1124,38.84973384126276,20.12918187469126,6.931818181818182,955.1068242444336,10.870705969164673,7 days 14:00:00,16,0.0,8,100.0,3.763758546637213,0.4324026437444535,1.9778091199848666,,0 days 07:01:52.500000,,inf,1442.3922500000008,11.405721535110747,5555655.284420217,1.8932962335253865,20.168197959890723,ETHUSDT
fat_bear-orders_BTCUSDT,2023-11-16 00:00:00+00:00,2024-02-21 17:23:41+00:00,107 days 15:15:00,31745.067499999976,17469.857505732798,67381.80781432148,66602.25181432157,109.80346573313042,38.17371784532846,96.2837510887448,1334.0980619757063,60.033374336102064,40 days 00:45:00,1016,0.0,518,68.8588007736944,10.897262859906123,-6.903101265540677,2.0309704504043053,-1.908379717499054,6 days 19:53:07.921348314,5 days 06:25:48.447204968,2.293450048315478,69.0107593596993,2.492096931854659,24.84626984651082,1.0601633353397135,3.6103558687489405,BTCUSDT
fat_bear-orders_ETHUSDT,2023-11-14 00:00:00+00:00,2024-02-21 16:49:37.005000+00:00,109 days 22:15:00,25046.330499999996,23056.615499999985,96855.16049999995,96855.16049999998,286.70399442345456,47.570681755882816,87.89917558987965,927.1931964042702,44.8582145898944,25 days 06:30:00,1050,0.0,525,76.76190476190476,14.360100655576991,-10.801069028890602,2.9419825967197037,-2.1340264485685023,12 days 10:19:52.555831265,10 days 10:09:05.901639344,4.712965283614339,136.77872380952255,3.726768284463439,312.75759297127155,1.0911513942820317,5.445738986399193,ETHUSDT
Hoarse-TWAMM-Shrew-orders_BTCUSDT,2023-12-21 00:00:00+00:00,2023-12-22 00:00:00+00:00,1 days 01:15:00,4345.0,4267.669999999998,4893.75,4893.75,12.62945914844649,0.5254688242493311,41.584158415841586,1016.3079619558218,6.004973896377744,0 days 03:00:00,4,0.0,2,100.0,1.2649021864211705,1.2609896432681278,1.2629459148446491,,0 days 10:22:30,,inf,274.375,20.615652165477012,7.58765818328283e+19,1.5759270996145103,36.02284299727906,BTCUSDT
Hoarse-TWAMM-Shrew-orders_ETHUSDT,2023-12-12 00:00:00+00:00,2024-02-16 00:00:00+00:00,67 days 07:15:00,13181.810400000006,12846.66640000001,20065.906399999963,17705.306399999954,34.31619681011302,27.219169265804986,22.829283392663672,858.2796778482932,23.687940655399622,30 days 10:15:00,124,0.0,62,62.903225806451616,3.370057581573902,-1.8814419793541652,0.821419758755272,-0.862262048527012,0 days 12:11:32.307692307,0 days 08:56:44.347826086,1.6353412109064906,72.95961290322481,2.4932660263803728,17.353386703912776,1.0886090144633407,3.708186941943655,ETHUSDT
HaoBo-orders_BTCUSDT,2023-11-23 00:00:00+00:00,2023-12-29 00:00:00+00:00,36 days 13:15:00,12557.307000000006,9779.349000000017,14050.905000000013,12489.801975539438,-0.5375756478723355,13.761426798107856,35.87916785408948,1028.870578182736,30.400575621285554,17 days 17:30:00,52,0.0,29,57.14285714285714,4.0797522948035025,-3.0572030782688095,1.1399498408236852,-1.0253947682574898,0 days 21:15:56.250000,0 days 15:30:00,0.9964208525362921,-0.46721922786545633,0.34934107164123435,-0.17489707104536145,1.0115110505009903,0.49434430038101784,BTCUSDT
HaoBo-orders_ETHUSDT,2023-11-20 00:00:00+00:00,2024-01-27 00:00:00+00:00,68 days 16:45:00,8166.005900000001,6287.337899999999,15906.781899999996,15890.193899999995,94.5895471371138,13.402812769714934,15.96664139499621,902.5186629839325,29.399224178811583,14 days 14:45:00,66,0.0,33,66.66666666666666,3.6993166138609923,-1.9211597014523272,1.8087895505149234,-0.7533134566408645,0 days 16:03:24.545454545,0 days 09:05:27.272727272,5.362354602026761,234.06630303030295,4.532622123749629,117.74701343782407,1.2196704649551753,6.728601628784369,ETHUSDT
Moral-Minnow-Monkey-orders_BTCUSDT,2023-11-15 00:00:00+00:00,2024-02-18 00:00:00+00:00,95 days 10:15:00,34817.931,33260.971000000005,39756.54100000003,39379.82099999997,13.102128325775498,45.257995305057186,14.46348651893898,920.1616846635912,10.34807945774621,56 days 23:15:00,40,0.0,22,54.54545454545454,6.139608135340646,-6.25793782223972,1.7548820599319375,-1.4119633226090087,0 days 17:30:00,0 days 12:10:30,1.8620612112233164,207.3586363636358,2.2491908700479892,5.84445264514388,1.1112583920350785,3.617255356555294,BTCUSDT
Moral-Minnow-Monkey-orders_ETHUSDT,2023-11-10 00:00:00+00:00,2024-02-21 12:44:00+00:00,105 days 02:00:00,9018.287000000002,4183.4870000000155,31212.677000000007,30317.37699999997,236.17667080233713,42.12622924543115,43.68556701030928,1409.9505986274078,54.37898244585888,11 days 00:15:00,200,0.0,100,75.0,4.845125121363022,-4.133350255954639,0.9587614893341423,-0.8771309855133522,0 days 11:43:00,0 days 15:13:12,2.8047170370872467,212.99089999999967,3.1437883547663414,130.23328888951855,1.0937673299005541,4.912544435622044,ETHUSDT
SIVASPHERE CAPITAL-orders_ETHUSDT,2024-02-02 00:00:00+00:00,2024-02-07 00:00:00+00:00,5 days 00:45:00,91.8268,82.49880000000007,122.0268000000001,121.87480000000001,32.722473177765096,3.0538519882979953,79.91718426501035,1101.7614801669833,21.140412255244932,2 days 10:15:00,2,0.0,1,100.0,3.2722473177765097,3.2722473177765097,3.2722473177765097,,4 days 00:30:00,,inf,30.048000000000002,8.91438275578146,4277338503.076504,1.1606678246955118,14.055671467683181,ETHUSDT
RealCryptoFox-orders_BTCUSDT,2023-08-31 00:00:00+00:00,2024-02-19 00:00:00+00:00,173 days 02:45:00,9674.829599999997,9385.404599999994,64276.714900000115,63854.299600000115,560.0043849867922,91.57445469544632,83.55496720620977,556.3200065385349,28.90026345936734,27 days 16:00:00,106,0.0,53,98.11320754716981,31.738866135633494,-4.1810889741939326,2.616634499213235,-4.1810889741939326,4 days 01:58:33.461538461,0 days 23:15:00,13.292833217203013,1022.2541509433983,4.004514410637128,186.2748314184397,1.0864373285132451,6.1769923341509365,BTCUSDT
